Step,Susceptible,Exposed,Infected,Recovered
317,25,0,55,20
318,24,1,55,20
319,24,0,55,21
320,24,0,55,21
321,24,0,55,21
322,23,1,55,21
323,23,0,56,21
324,23,0,56,21
325,23,0,56,21
326,23,0,55,22
327,23,0,55,22
328,22,1,55,22
329,22,0,55,23
330,22,0,54,24
331,22,0,54,24
332,22,0,53,25
333,22,0,53,25
334,22,0,50,28
335,22,0,49,29
336,21,1,49,29
337,21,0,50,29
338,21,0,50,29
339,21,0,49,30
340,21,0,47,32
341,21,0,47,32
342,21,0,46,33
343,21,0,46,33
344,21,0,46,33
345,21,0,45,34
346,21,0,44,35
347,21,0,44,35
348,20,1,44,35
349,20,0,45,35
350,20,0,45,35
351,20,0,44,36
352,20,0,44,36
353,19,1,44,36
354,19,0,43,38
355,19,0,43,38
356,19,0,42,39
357,19,0,42,39
358,19,0,40,41
359,19,0,40,41
360,19,0,40,41
361,19,0,39,42
362,19,0,39,42
363,19,0,37,44
364,19,0,36,45
365,19,0,36,45
366,19,0,36,45
367,19,0,35,46
368,19,0,34,47
369,19,0,34,47
370,19,0,34,47
371,19,0,33,48
372,19,0,33,48
373,19,0,33,48
374,19,0,33,48
375,19,0,32,49
376,19,0,31,50
377,18,1,31,50
378,18,0,31,51
379,18,0,31,51
380,18,0,30,52
381,18,0,30,52
382,18,0,29,53
383,18,0,29,53
384,18,0,29,53
385,18,0,28,54
386,18,0,28,54
387,18,0,27,55
388,18,0,27,55
389,18,0,27,55
390,18,0,26,56
391,18,0,25,57
392,18,0,25,57
393,18,0,24,58
394,18,0,24,58
395,18,0,24,58
396,18,0,24,58
397,18,0,24,58
398,18,0,24,58
399,18,0,24,58
400,18,0,24,58
401,18,0,24,58
402,18,0,23,59
403,18,0,23,59
404,18,0,23,59
405,18,0,22,60
406,18,0,22,60
407,18,0,22,60
408,18,0,22,60
409,18,0,21,61
410,18,0,21,61
411,18,0,21,61
412,18,0,21,61
413,18,0,21,61
414,18,0,20,62
415,18,0,20,62
416,18,0,20,62
417,18,0,20,62
418,18,0,20,62
419,18,0,20,62
420,18,0,20,62
421,18,0,19,63
422,18,0,19,63
423,18,0,19,63
424,18,0,18,64
425,18,0,18,64
426,18,0,18,64
427,18,0,17,65
428,18,0,17,65
429,18,0,17,65
430,18,0,17,65
431,18,0,17,65
432,18,0,17,65
433,18,0,17,65
434,18,0,16,66
435,18,0,16,66
436,18,0,15,67
437,18,0,15,67
438,18,0,15,67
439,18,0,14,68
440,18,0,14,68
441,18,0,14,68
442,18,0,14,68
443,18,0,13,69
444,18,0,13,69
445,18,0,13,69
446,18,0,12,70
447,18,0,12,70
448,18,0,12,70
449,18,0,12,70
450,18,0,11,71
451,18,0,11,71
452,18,0,10,72
453,18,0,10,72
454,18,0,9,73
455,17,1,9,73
456,17,0,10,73
457,17,0,10,73
458,17,0,10,73
459,17,0,10,73
460,17,0,10,73
461,17,0,9,74
462,16,1,9,74
463,16,0,10,74
464,16,0,10,74
465,16,0,10,74
466,16,0,10,74
467,16,0,9,75
468,16,0,9,75
469,16,0,9,75
470,16,0,8,76
471,16,0,8,76
472,16,0,8,76
473,16,0,8,76
474,16,0,7,77
475,16,0,7,77
476,16,0,7,77
477,16,0,7,77
478,16,0,7,77
479,16,0,7,77
480,16,0,6,78
481,16,0,6,78
482,16,0,6,78
483,16,0,6,78
484,16,0,6,78
485,16,0,6,78
486,16,0,6,78
487,16,0,6,78
488,16,0,5,79
489,16,0,5,79
490,16,0,5,79
491,16,0,5,79
492,16,0,5,79
493,16,0,5,79
494,16,0,5,79
495,16,0,5,79
496,16,0,5,79
497,16,0,5,79
498,16,0,5,79
499,16,0,5,79
500,16,0,4,80
501,16,0,4,80
502,16,0,4,80
503,16,0,4,80
504,16,0,4,80
505,16,0,3,81
506,16,0,3,81
507,16,0,3,81
508,16,0,3,81
509,16,0,3,81
510,16,0,3,81
511,16,0,3,81
512,16,0,3,81
513,16,0,3,81
514,16,0,3,81
515,16,0,3,81
516,16,0,3,81
517,16,0,3,81
518,16,0,3,81
519,16,0,3,81
520,16,0,3,81
521,16,0,3,81
522,16,0,3,81
523,16,0,3,81
524,16,0,3,81
525,16,0,3,81
526,16,0,3,81
527,15,1,3,81
528,15,0,4,81
529,15,0,3,82
530,15,0,3,82
531,15,0,3,82
532,15,0,3,82
533,15,0,3,82
534,15,0,3,82
535,15,0,3,82
536,14,1,3,82
537,14,0,4,82
538,14,0,4,82
539,14,0,4,82
540,14,0,4,82
541,14,0,4,82
542,14,0,4,82
543,14,0,4,82
544,14,0,4,82
545,14,0,4,82
546,13,1,4,82
547,13,0,5,82
548,13,0,5,82
549,13,0,5,82
550,13,0,5,82
551,13,0,5,82
552,13,0,5,82
553,13,0,5,82
554,13,0,5,82
555,13,0,5,82
556,13,0,5,82
557,13,0,5,82
558,13,0,5,82
559,13,0,5,82
560,13,0,5,82
561,13,0,5,82
562,13,0,5,82
563,13,0,5,82
564,13,0,5,82
565,13,0,5,82
566,13,0,5,82
567,13,0,5,82
568,13,0,5,82
569,13,0,5,82
570,13,0,5,82
571,13,0,5,82
572,13,0,5,82
573,13,0,5,82
574,13,0,5,82
575,13,0,5,82
576,13,0,5,82
577,13,0,5,82
578,13,0,5,82
579,12,1,5,82
580,12,0,6,82
581,12,0,6,82
582,12,0,6,82
583,12,0,6,82
584,12,0,6,82
585,12,0,6,82
586,12,0,6,82
587,12,0,6,82
588,12,0,6,82
589,12,0,6,82
590,12,0,6,82
591,12,0,6,82
592,12,0,6,82
593,12,0,6,82
594,12,0,6,82
595,12,0,6,82
596,12,0,6,82
597,12,0,6,82
598,12,0,6,82
599,12,0,6,82
600,12,0,6,82
601,12,0,6,82
602,12,0,6,82
603,12,0,6,82
604,12,0,6,82
605,12,0,6,82
606,12,0,6,82
607,12,0,5,83
608,12,0,5,83
609,12,0,5,83
610,12,0,5,83
611,12,0,5,83
612,12,0,5,83
613,12,0,5,83
614,12,0,4,84
615,12,0,4,84
616,12,0,4,84
617,12,0,4,84
618,12,0,4,84
619,12,0,4,84
620,12,0,4,84
621,12,0,4,84
622,12,0,4,84
623,12,0,4,84
624,12,0,4,84
625,12,0,4,84
626,12,0,4,84
627,12,0,4,84
628,12,0,4,84
629,12,0,4,84
630,12,0,4,84
631,12,0,4,84
632,12,0,4,84
633,12,0,4,84
634,12,0,4,84
635,12,0,4,84
636,12,0,4,84
637,12,0,4,84
638,12,0,4,84
639,11,1,4,84
640,11,0,5,84
641,11,0,5,84
642,11,0,5,84
643,11,0,5,84
644,11,0,5,84
645,11,0,5,84
646,11,0,5,84
647,11,0,5,84
648,11,0,5,84
649,11,0,5,84
650,11,0,5,84
651,11,0,5,84
652,11,0,5,84
653,11,0,5,84
654,11,0,5,84
655,11,0,5,84
656,11,0,5,84
657,11,0,5,84
658,11,0,5,84
659,11,0,5,84
660,11,0,5,84
661,11,0,5,84
662,11,0,5,84
663,11,0,5,84
664,11,0,5,84
665,11,0,5,84
666,11,0,5,84
667,11,0,5,84
668,11,0,5,84
669,11,0,5,84
670,11,0,5,84
671,11,0,5,84
672,11,0,5,84
673,11,0,5,84
674,11,0,5,84
675,11,0,5,84
676,11,0,5,84
677,11,0,5,84
678,11,0,5,84
679,11,0,4,85
680,11,0,4,85
681,11,0,4,85
682,11,0,4,85
683,11,0,4,85
684,11,0,4,85
685,11,0,4,85
686,11,0,4,85
687,11,0,4,85
688,11,0,3,86
689,11,0,3,86
690,11,0,3,86
691,11,0,3,86
692,11,0,3,86
693,11,0,3,86
694,11,0,3,86
695,11,0,3,86
696,11,0,3,86
697,11,0,3,86
698,11,0,2,87
699,11,0,2,87
700,11,0,2,87
701,11,0,2,87
702,11,0,2,87
703,11,0,2,87
704,11,0,2,87
705,11,0,2,87
706,11,0,2,87
707,11,0,2,87
708,11,0,2,87
709,11,0,2,87
710,11,0,2,87
711,11,0,2,87
712,11,0,2,87
713,11,0,2,87
714,11,0,2,87
715,11,0,2,87
716,11,0,2,87
717,11,0,2,87
718,11,0,2,87
719,11,0,2,87
720,11,0,2,87
721,11,0,2,87
722,11,0,2,87
723,11,0,2,87
724,11,0,2,87
725,11,0,2,87
726,11,0,2,87
727,11,0,2,87
728,11,0,2,87
729,11,0,2,87
730,11,0,2,87
731,11,0,1,88
732,11,0,1,88
733,11,0,1,88
734,11,0,1,88
735,11,0,1,88
736,11,0,1,88
737,11,0,1,88
738,11,0,1,88
739,11,0,1,88
740,11,0,1,88
741,11,0,1,88
742,11,0,1,88
743,11,0,1,88
744,11,0,1,88
745,11,0,1,88
746,11,0,1,88
747,11,0,1,88
748,11,0,1,88
749,11,0,1,88
750,11,0,1,88
751,11,0,1,88
752,11,0,1,88
753,11,0,1,88
754,11,0,1,88
755,11,0,1,88
756,11,0,1,88
757,11,0,1,88
758,11,0,1,88
759,11,0,1,88
760,11,0,1,88
761,11,0,1,88
762,11,0,1,88
763,11,0,1,88
764,11,0,1,88
765,11,0,1,88
766,11,0,1,88
767,11,0,1,88
768,11,0,1,88
769,11,0,1,88
770,11,0,1,88
771,11,0,1,88
772,11,0,1,88
773,11,0,1,88
774,11,0,1,88
775,11,0,1,88
776,11,0,1,88
777,11,0,1,88
778,11,0,1,88
779,11,0,1,88
780,11,0,1,88
781,11,0,1,88
782,11,0,1,88
783,11,0,1,88
784,11,0,1,88
785,11,0,1,88
786,11,0,1,88
787,11,0,1,88
788,11,0,1,88
789,11,0,1,88
790,11,0,1,88
791,11,0,0,89
792,11,0,0,89
793,11,0,0,89
794,11,0,0,89
795,11,0,0,89
796,11,0,0,89
797,11,0,0,89
798,11,0,0,89
799,11,0,0,89
800,11,0,0,89
801,11,0,0,89
802,11,0,0,89
803,11,0,0,89
804,11,0,0,89
805,11,0,0,89
806,11,0,0,89
807,11,0,0,89
808,11,0,0,89
809,11,0,0,89
810,11,0,0,89
811,11,0,0,89
812,11,0,0,89
813,11,0,0,89
814,11,0,0,89
815,11,0,0,89
816,11,0,0,89
817,11,0,0,89
818,11,0,0,89
819,11,0,0,89
820,11,0,0,89
821,11,0,0,89
822,11,0,0,89
823,11,0,0,89
824,11,0,0,89
825,11,0,0,89
826,11,0,0,89
827,11,0,0,89
828,11,0,0,89
829,11,0,0,89
830,11,0,0,89
831,11,0,0,89
832,11,0,0,89
833,11,0,0,89
834,11,0,0,89
835,11,0,0,89
836,11,0,0,89
837,11,0,0,89
838,11,0,0,89
839,11,0,0,89
840,11,0,0,89
841,11,0,0,89
842,11,0,0,89
843,11,0,0,89
844,11,0,0,89
845,11,0,0,89
846,11,0,0,89
847,11,0,0,89
848,11,0,0,89
849,11,0,0,89
850,11,0,0,89
851,11,0,0,89
852,11,0,0,89
853,11,0,0,89
854,11,0,0,89
855,11,0,0,89
856,11,0,0,89
857,11,0,0,89
858,11,0,0,89
859,11,0,0,89
860,11,0,0,89
861,11,0,0,89
862,11,0,0,89
863,11,0,0,89
864,11,0,0,89
865,11,0,0,89
866,11,0,0,89
867,11,0,0,89
868,11,0,0,89
869,11,0,0,89
870,11,0,0,89
871,11,0,0,89
872,11,0,0,89
873,11,0,0,89
874,11,0,0,89
875,11,0,0,89
876,11,0,0,89
877,11,0,0,89
878,11,0,0,89
879,11,0,0,89
880,11,0,0,89
881,11,0,0,89
882,11,0,0,89
883,11,0,0,89
884,11,0,0,89
885,11,0,0,89
886,11,0,0,89
887,11,0,0,89
888,11,0,0,89
889,11,0,0,89
890,11,0,0,89
891,11,0,0,89
892,11,0,0,89
893,11,0,0,89
894,11,0,0,89
895,11,0,0,89
896,11,0,0,89
897,11,0,0,89
898,11,0,0,89
899,11,0,0,89
900,11,0,0,89
901,11,0,0,89
902,11,0,0,89
903,11,0,0,89
904,11,0,0,89
905,11,0,0,89
906,11,0,0,89
907,11,0,0,89
908,11,0,0,89
909,11,0,0,89
910,11,0,0,89
911,11,0,0,89
912,11,0,0,89
913,11,0,0,89
914,11,0,0,89
915,11,0,0,89
916,11,0,0,89
917,11,0,0,89
918,11,0,0,89
919,11,0,0,89
920,11,0,0,89
921,11,0,0,89
922,11,0,0,89
923,11,0,0,89
924,11,0,0,89
925,11,0,0,89
926,11,0,0,89
927,11,0,0,89
928,11,0,0,89
929,11,0,0,89
930,11,0,0,89
931,11,0,0,89
932,11,0,0,89
933,11,0,0,89
934,11,0,0,89
935,11,0,0,89
936,11,0,0,89
937,11,0,0,89
938,11,0,0,89
939,11,0,0,89
940,11,0,0,89
941,11,0,0,89
942,11,0,0,89
943,11,0,0,89
944,11,0,0,89
945,11,0,0,89
946,11,0,0,89
947,11,0,0,89
948,11,0,0,89
949,11,0,0,89
950,11,0,0,89
951,11,0,0,89
952,11,0,0,89
953,11,0,0,89
954,11,0,0,89
955,11,0,0,89
956,11,0,0,89
957,11,0,0,89
958,11,0,0,89
959,11,0,0,89
960,11,0,0,89
961,11,0,0,89
962,11,0,0,89
963,11,0,0,89
964,11,0,0,89
965,11,0,0,89
966,11,0,0,89
967,11,0,0,89
968,11,0,0,89
969,11,0,0,89
970,11,0,0,89
971,11,0,0,89
972,11,0,0,89
973,11,0,0,89
974,11,0,0,89
975,11,0,0,89
976,11,0,0,89
977,11,0,0,89
978,11,0,0,89
979,11,0,0,89
980,11,0,0,89
981,11,0,0,89
982,11,0,0,89
983,11,0,0,89
984,11,0,0,89
985,11,0,0,89
986,11,0,0,89
987,11,0,0,89
988,11,0,0,89
989,11,0,0,89
990,11,0,0,89
991,11,0,0,89
992,11,0,0,89
993,11,0,0,89
994,11,0,0,89
995,11,0,0,89
996,11,0,0,89
997,11,0,0,89
998,11,0,0,89
999,11,0,0,89
